# Program:featureCounts v2.0.4; Command:"/media/secondary/apps/subread-2.0.4-Linux-x86_64/bin/featureCounts" "-a" "../1_refs/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-s" "2" "-T" "6" "-p" "-o" "allSamples.featureCounts.txt" "RNA_S6614Nr10.bam" "RNA_S6614Nr11.bam" "RNA_S6614Nr12.bam" "RNA_S6614Nr13.bam" "RNA_S6614Nr14.bam" "RNA_S6614Nr15.bam" "RNA_S6614Nr16.bam" "RNA_S6614Nr17.bam" "RNA_S6614Nr18.bam" "RNA_S6614Nr1.bam" "RNA_S6614Nr2.bam" "RNA_S6614Nr3.bam" "RNA_S6614Nr4.bam" "RNA_S6614Nr5.bam" "RNA_S6614Nr6.bam" "RNA_S6614Nr7.bam" "RNA_S6614Nr8.bam" "RNA_S6614Nr9.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_S6614Nr10.bam	RNA_S6614Nr11.bam	RNA_S6614Nr12.bam	RNA_S6614Nr13.bam	RNA_S6614Nr14.bam	RNA_S6614Nr15.bam	RNA_S6614Nr16.bam	RNA_S6614Nr17.bam	RNA_S6614Nr18.bam	RNA_S6614Nr1.bam	RNA_S6614Nr2.bam	RNA_S6614Nr3.bam	RNA_S6614Nr4.bam	RNA_S6614Nr5.bam	RNA_S6614Nr6.bam	RNA_S6614Nr7.bam	RNA_S6614Nr8.bam	RNA_S6614Nr9.bam
YDR115W	IV	682175	682492	+	318	3095	2902	1925	1980	3674	2800	2119	1800	2587	2648	3011	5120	3058	2431	2515	2086	3738	1871
YDL159W-A	IV	172182	172313	+	132	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
YDL232W	IV	38487	38597	+	111	2524	5081	3086	2775	3310	4523	3015	2799	2927	3806	4395	7749	4374	3326	3598	2947	6979	3635
YDL240C-A	IV	22471	22608	-	138	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
tE(CUC)D	IV	1017207	1017278	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL152W	IV	182822	183187	+	366	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	4	2	2
YDR432W	IV	1328783	1330027	+	1245	1230	1880	1236	2148	866	1440	1555	1868	1268	4461	2761	8462	2541	774	4284	1796	4315	2122
YDL022C-A	IV	409808	410056	-	249	2	0	0	0	0	0	0	2	3	2	3	9	0	0	4	0	5	2
YDL114W-A	IV	254935	255048	+	114	2	11	2	5	6	8	5	4	3	8	5	5	11	0	3	6	5	8
YDR410C	IV	1292372	1293091	-	720	1374	2412	1719	2430	2189	2058	2507	2861	2491	2271	2992	4420	3593	2409	2228	2608	3736	2167
YDR464C-A	IV	1392492	1392680	-	189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YDL072C	IV	329836	330447	-	612	9269	16742	11747	9619	8207	8376	5419	10140	6621	6852	13052	13947	7339	5317	10315	6509	15491	7178
YDR053W	IV	560249	560644	+	396	6	8	15	5	17	9	17	14	21	8	17	14	11	25	6	14	10	8
YDL012C	IV;IV	431108;431473	431386;431517	-;-	324	985	2481	1894	3476	907	1771	1966	2294	1176	2526	2772	5050	2780	892	2522	1928	4795	1803
YDR482C	IV	1420431	1420838	-	408	312	628	541	713	422	480	405	452	353	613	454	1115	691	229	521	422	744	465
YDL070W	IV	331024	332940	+	1917	51956	51092	29869	78049	59211	33075	54220	80448	34048	29373	127539	41061	45931	39289	28455	64696	78036	27047
YDR064W	IV;IV	579458;580018	579478;580452	+;+	456	15932	37915	29040	46479	14315	37864	42692	40575	30143	68218	35208	102504	66380	15234	48944	48426	70157	47422
YDL135C	IV	218680	219288	-	609	3140	3208	1927	2655	3574	2802	2104	2319	2930	3698	3281	7301	4909	3024	2899	2257	4337	2456
YDL077C	IV	316971	320120	-	3150	805	1012	564	1011	696	693	724	1094	874	1181	1327	2094	1072	508	1009	985	1398	669
YDR354C-A	IV	1185139	1185282	-	144	0	2	0	0	2	2	2	2	0	1	2	10	4	4	1	1	2	1
YDL033C	IV	392659	393912	-	1254	186	347	189	428	185	159	321	333	183	389	401	1018	328	151	418	371	749	220
YDL031W	IV	394217	397204	+	2988	354	689	410	1103	281	533	784	760	642	1086	483	1540	1061	298	543	742	855	640
YDR398W	IV	1267471	1269402	+	1932	311	544	472	1222	212	497	797	665	506	1057	321	1491	1198	190	564	829	802	569
YDR326C	IV	1120609	1124925	-	4317	2377	4253	4365	5413	2585	4635	5812	6547	7012	3465	3567	4984	3726	1109	3328	6295	5018	4152
YDL052C	IV	362672	363583	-	912	2387	5976	4987	5178	2629	4223	4378	5882	4457	5060	7110	10731	5802	2595	5948	5984	10847	5507
YDR536W	IV	1508005	1509714	+	1710	119	63	84	27	46	42	37	35	41	92	71	88	23	139	151	52	58	47
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	1434	2302	1646	2709	1568	2155	1926	2390	1914	2888	2979	3808	2833	1020	1980	1978	3489	1938
YDL116W	IV	251566	253746	+	2181	1498	1673	1246	1684	1523	1454	1573	1706	1690	2230	1767	4482	3078	1098	1702	1907	2317	1334
YDR028C	IV	497835	500879	-	3045	2442	3307	2126	3480	2458	2254	2475	3357	2581	3370	3511	7216	3719	1491	3196	3117	5133	2281
YDL007W	IV	438047	439360	+	1314	12179	16172	8223	9754	14258	7849	7063	11891	7953	8332	18004	19723	10026	12546	10871	8589	21748	7503
YDR236C	IV	935236	935892	-	657	3224	4329	3289	3023	4090	2986	2826	2927	2990	2347	3629	4261	3240	3832	2677	2589	4100	2338
YDR011W	IV	465919	470424	+	4506	2331	3440	4214	3507	2370	3624	5212	4557	4834	4570	2692	11564	5544	1127	6110	6060	4804	4316
YDR155C	IV	768512	769000	-	489	10804	20108	15270	16930	10151	14190	11149	15682	11878	21946	22213	50721	20090	8510	25266	14129	36239	16849
YDR414C	IV	1295598	1296686	-	1089	612	1478	1045	1512	1038	1146	1191	1268	1113	1238	1388	1996	1317	630	1207	1329	1922	1269
YDR026C	IV	492556	494268	-	1713	644	1312	810	1724	751	873	1297	1483	1006	1421	1379	2771	1618	538	1196	1535	2099	955
YDL073W	IV	326613	329567	+	2955	1020	1832	1051	2196	1218	1284	1770	2195	1590	1617	1738	2942	1984	803	1375	1896	2044	1164
tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	8	18	8	29	44	17	28	16	22	21	24	39	23	28	21	20	47	21
YDL115C	IV;IV	253995;255045	254974;255126	-;-	1062	2295	2639	1966	3132	2989	2197	2459	3314	2300	3731	5116	6610	3261	1518	3210	2859	5708	2334
YDL145C	IV	194571	198176	-	3606	3143	4677	3668	4749	2866	3760	4188	5127	4396	6095	5363	12937	7106	2053	5039	5267	8162	3781
YDR203W	IV	857682	857999	+	318	7	7	10	0	4	2	3	9	3	4	6	35	14	5	11	5	14	8
YDL104C	IV	273653	274876	-	1224	305	307	157	403	711	176	412	385	221	436	503	776	652	273	393	403	541	213
YDL149W	IV	184925	187918	+	2994	980	1121	584	1142	772	621	627	1317	704	1223	2173	1934	895	492	1343	861	1840	722
YDR231C	IV	926293	926910	-	618	2189	2543	1893	2284	2307	1699	1676	2282	1692	2154	2727	4866	2113	1385	2677	1618	3844	1605
YDR045C	IV	547978	548310	-	333	6613	6716	6091	3936	9580	7514	8560	3477	7820	5115	4610	7765	9905	9253	3544	7648	5536	4872
YDL075W	IV;IV	322226;322704	322282;322988	+;+	342	11251	25234	21220	30394	11246	25059	28181	27192	22769	39515	24455	66972	42796	11220	28400	32377	44093	29684
YDR415C	IV	1297037	1298161	-	1125	1251	2139	1407	1750	1431	1435	1526	1950	1628	2129	2322	3578	1901	1044	2610	2033	3513	1828
YDR339C	IV	1149951	1150520	-	570	1011	1485	931	1506	1291	1259	1327	1341	1315	1819	1214	3149	2248	897	1202	1318	1721	1124
YDL213C	IV	77289	77966	-	678	546	815	836	1128	582	929	1176	894	869	1751	794	2381	2407	378	837	1216	1166	1103
YDR096W	IV	637139	639823	+	2685	2780	2116	1535	1332	2011	1434	1117	2143	1777	3375	3940	7254	2274	1184	2991	1889	4094	1681
YDL019C	IV	417663	421514	-	3852	2519	2510	2470	2378	2298	2307	2232	3041	2857	3826	3523	8686	3345	1103	3719	2950	4553	2356
YDL022W	IV	411825	413000	+	1176	8777	9428	16436	6093	6664	14587	6246	8911	11010	23018	11513	47142	14387	3473	20750	9088	17608	9448
YDR413C	IV	1294836	1295411	-	576	0	1	3	0	0	1	5	1	2	0	0	2	2	0	2	0	4	0
YDR391C	IV	1257358	1258056	-	699	1324	2176	1045	1582	1140	1013	741	1504	783	2089	2935	2985	1838	1068	1902	1139	2922	1051
YDR091C	IV	626708	628534	-	1827	615	1442	1017	2047	419	1352	1507	1634	1349	3400	1100	4423	2767	575	1764	1879	2000	1907
YDR240C	IV	943674	945152	-	1479	362	606	391	695	391	452	553	540	517	636	656	1214	917	398	573	651	836	454
YDL244W	IV	16204	17226	+	1023	12	19	22	32	3	22	18	18	16	68	39	91	41	12	53	34	80	23
YDR179C	IV	818708	819196	-	489	11364	10580	10369	6778	15887	13614	11816	7561	11898	7214	7714	6805	6905	6814	5541	12615	5895	6659
YDL165W	IV	164290	164865	+	576	1231	1578	1098	1397	1592	1302	1350	1390	1340	1571	1590	3608	2122	1081	1549	1410	2640	1193
YDL140C	IV	205360	210561	-	5202	3019	3745	2504	5550	2773	2682	3848	6711	3901	5063	5862	10678	4468	1397	4990	4265	7951	3229
YDR120C	IV	691549	693261	-	1713	337	503	506	1255	238	707	1110	987	939	1677	425	2081	1617	244	759	1027	1094	951
YDR003W	IV	454122	454754	+	633	1642	2626	2045	2054	1557	1810	1467	2141	1759	2253	2514	5343	1817	841	3153	1934	3729	1926
YDR499W	IV	1447830	1450073	+	2244	1072	1200	963	1185	1417	1173	1050	1193	1301	1378	1229	2566	1873	942	1138	1329	1543	926
YDR166C	IV	786306	789221	-	2916	1616	1754	1007	1937	1492	1074	1571	2236	1313	2393	2725	3798	1904	759	1850	1983	2494	1323
YDL092W	IV	292781	293221	+	441	1727	2358	1637	1958	2196	1948	1965	2046	2243	2676	2730	5810	3050	1772	2263	2035	3989	2077
YDL041W	IV	378102	378455	+	354	0	0	2	2	0	2	6	5	2	3	6	6	2	0	6	2	3	3
YDL241W	IV	20635	21006	+	372	17	19	23	42	8	32	57	69	29	184	66	159	90	33	133	68	85	85
YDL082W	IV;IV	308424;308793	308427;309388	+;+	600	4511	9192	8115	13377	4025	9286	12352	10781	9542	18181	9109	25146	19814	4277	11187	14361	15496	11351
YDR277C	IV	1014401	1015702	-	1302	6255	5097	1229	2193	3793	796	614	1925	472	3898	8186	7468	1607	1731	3843	1095	9633	1025
YDR291W	IV	1039728	1042961	+	3234	709	912	554	1089	575	584	936	1191	727	1139	1122	1906	1232	374	1012	1118	1488	743
YDR475C	IV	1407464	1410094	-	2631	1465	2368	1461	3303	1780	1300	2302	3356	1680	2655	2822	6210	3463	977	2539	2660	4162	1692
YDR244W	IV	950563	952401	+	1839	669	868	610	1168	639	740	708	1008	783	1498	1108	3475	1372	435	1411	891	1658	981
YDR407C	IV	1284069	1287938	-	3870	1597	2149	1693	1895	2290	2017	1746	2130	2002	2036	2178	4190	2662	1294	1894	1991	2283	1519
YDR382W	IV	1239492	1239824	+	333	11194	20515	19238	24631	9952	19585	26143	21948	20436	33059	16889	49251	36134	7911	25846	30370	27380	21990
YDR102C	IV	657648	657980	-	333	7	13	5	16	1	5	12	14	14	7	16	16	1	2	15	12	18	6
YDL188C	IV	123865	124998	-	1134	1694	2284	1577	1988	1899	2011	1616	2074	1989	2969	2856	4836	3179	1327	2474	2103	3872	2077
YDR405W	IV	1277646	1278437	+	792	570	967	652	1180	452	610	558	745	528	1457	1199	3039	980	370	1325	616	1897	765
YDR443C	IV	1345676	1349938	-	4263	604	848	511	808	497	510	573	971	542	964	1171	1984	775	296	902	855	1520	554
YDR059C	IV;IV	569234;569724	569633;569770	-;-	447	1277	1496	1075	1287	1241	945	739	1176	758	1598	2570	2657	1133	865	1471	916	2492	819
YDR144C	IV	744311	746101	-	1791	420	1311	1552	1413	385	1703	1408	1408	1549	1678	675	2423	1439	293	1449	1486	1578	1844
YDL157C	IV	174232	174588	-	357	7683	9290	9269	6534	12008	12789	11620	5644	9874	6837	6380	10937	10639	9707	4988	9308	8808	6173
YDL058W	IV	345665	351037	+	5373	1942	2290	1271	2364	2017	1586	1652	3102	1997	1790	2574	4655	3042	1376	1740	1870	2868	1399
YDL096C	IV	286998	287324	-	327	0	0	4	2	2	0	2	4	0	0	4	0	7	0	6	4	4	4
YDL155W	IV	176773	178056	+	1284	690	976	815	1096	545	960	946	1131	937	1650	1192	3085	1543	416	1222	1094	1811	963
YDR147W	IV	751631	753235	+	1605	937	1336	1049	1181	1074	1112	872	1200	1291	1335	1460	3611	1939	735	1582	1310	1765	1293
YDL191W	IV;IV	117664;118158	117666;118517	+;+	363	15782	19522	16364	18550	22708	21149	22988	17939	22068	18819	16335	27883	28719	18082	13134	20616	19604	14890
YDL128W	IV	232652	233887	+	1236	6819	11164	7196	8632	8285	8309	7059	8992	7094	7154	9145	12662	8537	5293	8645	8241	12521	6914
YDR310C	IV	1081128	1084316	-	3189	910	1756	1465	2402	931	1509	1795	2152	1816	2475	2313	4649	2465	670	1884	2250	3305	1698
YDL160C-A	IV	169366	169608	-	243	2886	3040	2091	2037	4502	2644	2664	2073	2388	1830	2990	3015	2907	3802	1616	2473	2938	1660
YDR127W	IV	704484	709250	+	4767	4569	7555	5430	15150	5938	6281	11951	11574	8508	12941	8761	24289	19587	3962	9598	13131	14925	7303
YDR497C	IV	1443713	1445467	-	1755	14541	46277	37618	25106	17068	34523	15313	23033	25553	25200	43663	67856	30489	18669	45179	24731	56859	37950
YDL162C	IV	167359	167715	-	357	0	2	1	1	0	1	3	4	9	0	3	5	0	0	7	1	1	4
tS(AGA)D3	IV	1305630	1305712	+	83	16	13	13	3	12	8	14	11	5	20	16	3	2	12	7	10	8	2
YDR201W	IV	856317	856814	+	498	1668	1491	1249	1007	2565	1515	1693	1212	1753	1675	1720	2794	2214	1657	1303	1525	2035	1193
YDR163W	IV	781423	781950	+	528	3121	2974	2346	2228	5555	2830	3268	2151	3325	2229	2915	3753	3972	3631	1780	2303	3278	1696
YDL146W	IV	192750	194225	+	1476	1490	1860	1298	1471	1602	1284	1369	1912	1601	2601	2899	4101	2363	1076	2136	1922	3013	1424
YDR363W-A	IV	1202128	1202397	+	270	40101	40383	25877	19402	54228	28605	22139	20102	27399	15779	35612	32587	22425	44518	16280	21876	38250	16555
YDL221W	IV	62011	62562	+	552	2	3	5	9	4	8	4	20	9	16	21	34	9	6	13	12	19	5
YDL089W	IV	296820	298274	+	1455	1412	2456	1413	1594	1650	1507	1444	2294	1832	1706	2761	3071	1737	1192	2044	1790	2630	1635
YDR385W	IV	1243230	1245758	+	2529	4279	7965	6905	11368	3039	7004	10031	7949	6831	15025	7198	33304	20174	3241	11880	12522	15459	9009
YDR331W	IV	1129588	1130823	+	1236	1579	2849	1980	2504	1636	2145	2242	2638	1943	2368	2784	4043	2564	1189	2588	2572	3969	2160
YDR196C	IV	850274	850999	-	726	7229	6647	4831	3516	9524	5311	4660	4165	5358	4221	6443	8126	5420	5752	4158	4407	7626	3456
YDR116C	IV	682724	683581	-	858	1031	1198	802	1240	878	1035	834	1138	846	2126	1769	3905	1695	742	1797	1115	2401	1174
YDR001C	IV	450220	452475	-	2256	4940	5388	3960	4852	4224	3650	2921	5188	3926	7976	7851	18501	6528	2171	8206	4439	9641	4149
YDL230W	IV	42700	43707	+	1008	616	853	601	745	560	565	502	729	521	1096	958	2360	1002	385	1036	615	1392	635
YDR160W	IV	776163	778721	+	2559	1329	1728	1293	1572	1301	1224	1502	1755	1412	1678	2130	3047	1501	987	2043	1641	2268	1162
YDR123C	IV	698554	699468	-	915	86	216	228	238	54	184	121	176	159	274	125	805	239	39	383	120	344	232
YDR322W	IV	1110589	1111692	+	1104	625	804	515	893	539	707	713	929	688	1507	1408	3139	1210	503	1381	953	1880	1023
YDR040C	IV	535192	538467	-	3276	305	420	411	471	304	392	359	554	403	551	494	872	488	170	575	480	698	352
YDR025W	IV;IV	491515;491899	491559;492324	+;+	471	4942	10841	10289	16006	4418	11750	15615	13138	10938	19299	11021	33166	22347	4738	13365	16850	22557	13881
YDR046C	IV	548762	550576	-	1815	8939	13165	7115	26650	11759	8699	19951	18372	9169	20013	17954	17649	22665	6216	10415	22740	21652	8543
YDL057W	IV	351434	352420	+	987	602	689	449	545	648	391	332	461	340	596	690	1210	633	311	638	372	951	346
YDL248W	IV	1802	2953	+	1152	567	960	637	921	481	582	683	1026	531	800	1303	1406	689	423	1129	863	1633	634
YDR008C	IV	462252	462602	-	351	10	36	14	31	19	23	18	17	27	60	66	103	35	10	70	26	73	36
YDR029W	IV	501100	501414	+	315	57	9	6	7	21	4	6	3	8	1	11	10	2	19	8	8	9	3
YDR485C	IV	1424820	1427207	-	2388	1232	1281	802	1663	1069	838	1290	2023	1090	1756	2494	3201	1523	683	1492	1407	2806	1063
YDR408C	IV	1288215	1288859	-	645	1573	2402	2199	2978	1661	2480	3017	2902	2632	5196	2921	11218	5849	1579	4474	3621	6210	3571
YDR038C	IV	527422	530697	-	3276	158	379	295	318	235	329	310	346	242	353	421	508	404	186	306	360	479	221
YDL204W	IV	94605	95786	+	1182	3986	2852	1463	826	1948	1092	410	1343	1139	1759	3963	3940	855	1153	3487	814	3544	1080
YDR019C	IV	484163	485365	-	1203	1943	2310	2503	1962	1875	3504	2023	2484	3348	6201	3306	16492	5999	1881	5987	3857	7623	5419
YDR477W	IV	1412373	1414274	+	1902	3472	3694	3138	3840	3617	3072	3353	4455	3558	5309	6323	7943	4644	1997	4267	4503	6099	3672
YDR254W	IV	965113	966489	+	1377	1251	1258	1069	989	1380	1303	1047	1129	1233	1550	1374	2268	1222	890	1468	1346	1620	1020
YDR514C	IV	1471548	1472999	-	1452	204	375	331	608	315	394	411	511	378	400	400	968	698	256	353	458	687	416
YDR296W	IV	1055212	1055892	+	681	999	1515	1011	1447	984	1048	954	1109	784	1895	1898	4392	1734	652	2021	985	2976	1189
YDL216C	IV	68997	70319	-	1323	773	846	497	707	789	612	618	833	676	1175	1326	2243	1306	666	984	884	1388	748
YDL100C	IV	282112	283176	-	1065	4959	6905	4234	5501	4618	4912	3823	4712	4020	6579	6833	16663	11270	4615	6488	4676	10383	4427
YDL068W	IV	333500	333829	+	330	59	55	32	38	96	72	42	39	58	38	63	68	39	95	38	31	43	35
YDL026W	IV	404749	405060	+	312	1	2	4	8	0	4	5	4	4	2	10	13	4	4	10	3	11	5
YDL124W	IV	240259	241197	+	939	11619	14310	9439	9530	12116	10071	5007	9769	8291	10932	11030	33824	15618	6557	12618	6548	15585	7084
YDL227C	IV	46271	48031	-	1761	159	465	475	884	166	809	940	719	724	1649	511	1607	1561	237	574	930	1099	982
YDL111C	IV	263313	264110	-	798	760	1397	1011	1762	648	1085	1200	1278	1076	1784	1246	3150	1865	489	1716	1344	2071	1211
YDR324C	IV	1114433	1116763	-	2331	633	821	620	1435	664	1099	1366	1120	1119	1582	621	2178	2439	643	835	1244	997	981
YDL170W	IV	156318	157904	+	1587	1344	2514	2311	6761	2038	2529	5437	4849	3355	5618	3738	8728	5866	1316	4282	5643	5864	3436
YDR317W	IV	1102184	1103428	+	1245	33	27	29	40	58	30	46	52	42	34	72	61	57	37	31	48	62	27
YDR436W	IV	1334821	1336953	+	2133	1610	2088	1423	1343	1298	1163	1065	1664	1350	1860	2828	3211	1262	720	2142	1313	3125	1274
YDR208W	IV	868224	870563	+	2340	1661	1899	1502	2337	1451	1559	1753	2177	1797	2573	2300	5491	2439	857	2039	1972	3179	1647
YDR386W	IV	1246084	1247982	+	1899	540	738	516	902	549	577	767	916	619	1016	860	1725	1029	350	741	776	1099	671
YDR504C	IV	1456311	1456694	-	384	547	449	253	310	798	473	315	307	393	312	354	763	1015	534	263	318	226	259
YDL220C	IV	62244	65018	-	2775	192	343	241	506	188	239	348	417	276	393	404	632	316	111	352	271	471	242
YDR396W	IV	1266295	1266795	+	501	7	9	5	10	7	10	10	16	7	10	11	12	26	7	8	8	10	8
YDR258C	IV	971808	974243	-	2436	24267	34023	35547	22202	20272	37633	19486	34957	39975	34178	24846	178339	53682	11273	65897	28898	58223	38837
YDR176W	IV	814452	816560	+	2109	2657	3133	2396	3079	3176	2716	2610	3200	2721	3510	3522	6708	4264	2246	2775	2798	4915	2348
YDL099W	IV	283419	284444	+	1026	1428	2354	1323	2137	1738	1591	1615	2138	1476	2921	3209	5810	3093	1236	2489	1959	4247	1881
YDR380W	IV	1234218	1236125	+	1908	22	62	55	40	33	24	18	22	13	23	49	156	10	19	66	18	63	32
YDL110C	IV	264512	264964	-	453	2181	2316	2066	1390	2141	1914	915	1649	1608	3188	3200	7197	2222	1177	3198	1264	3862	1903
YDR148C	IV	753675	755066	-	1392	2168	2673	1589	2362	1811	1687	1468	2468	1854	3280	4021	7425	3731	1713	3167	2373	4917	2107
YDL201W	IV	99561	100421	+	861	231	315	312	619	175	430	457	473	463	941	306	1102	797	191	407	479	503	468
YDL107W	IV	268921	269976	+	1056	684	824	437	805	760	451	659	879	511	1082	1269	1637	860	636	864	719	1392	626
YDR515W	IV	1473429	1474772	+	1344	1246	1459	669	874	1583	914	754	1089	942	932	1699	2178	1454	1205	946	884	1790	753
YDR133C	IV	720962	721297	-	336	1622	1500	2059	540	1604	3041	2535	2720	4900	19246	6095	35337	7290	2607	12899	4707	10553	8724
YDR378C	IV	1229349	1229609	-	261	23542	27203	21939	15708	31392	25589	21997	15401	22425	15326	22489	21760	23413	30928	12995	21984	25583	15666
YDR473C	IV	1404445	1405854	-	1410	941	1159	634	1018	1163	786	994	1070	963	1245	1381	2215	1780	776	880	989	1500	721
YDR403W	IV	1274602	1276212	+	1611	686	750	495	623	1066	563	422	399	361	219	468	492	311	595	254	349	410	225
YDR268W	IV	1004004	1005143	+	1140	539	820	394	857	536	452	505	618	381	760	773	1565	901	386	733	501	943	470
YDR409W	IV	1289406	1292120	+	2715	725	868	540	970	694	601	729	1079	757	1164	1268	2550	1027	412	1086	897	1732	683
YDR173C	IV	810565	811632	-	1068	705	914	821	806	905	1000	739	922	1021	1184	1325	2806	1359	708	1134	932	1319	833
YDR187C	IV	836228	836746	-	519	0	0	0	0	6	0	0	0	0	2	0	0	2	0	0	0	0	2
YDR389W	IV	1252537	1254501	+	1965	1053	1305	1089	1633	1017	1224	1378	1834	1312	1615	1480	3347	1568	559	1475	1343	2245	1044
YDR417C	IV	1301555	1301926	-	372	6	11	5	10	7	6	8	8	6	5	22	11	7	7	6	9	16	8
YDR165W	IV	784871	786205	+	1335	533	784	635	1155	392	853	965	767	848	1804	633	1740	1870	440	872	1011	697	957
YDL113C	IV	256633	258555	-	1923	5295	3993	2608	2495	4824	3127	2457	2883	3236	3158	4385	6368	3811	2790	3210	2791	3932	2041
YDR426C	IV	1321629	1322006	-	378	30	17	20	11	28	32	22	18	34	113	67	65	26	57	50	50	29	25
YDR521W	IV	1483141	1483476	+	336	0	0	6	5	2	1	0	4	4	2	0	1	0	0	0	0	4	5
YDR086C	IV	616928	617170	-	243	9258	14393	10240	10062	12807	14723	9831	9696	11990	11523	11862	23122	16995	11135	9554	8631	15813	11309
YDL021W	IV	413953	414888	+	936	3809	5467	1314	4754	5848	2306	1555	5991	1935	2994	7918	9477	3963	4324	4842	2655	9904	2374
YDR023W	IV	489508	490896	+	1389	4794	7911	5422	8279	4667	6776	7616	7447	6811	10845	6588	20506	15766	3726	7474	9109	10407	6824
YDR394W	IV	1261681	1262967	+	1287	2949	4511	2286	3397	2438	2336	2124	3476	2220	3973	5240	9934	4289	2171	4459	2948	7638	2457
YDR320C-A	IV	1108280	1108498	-	219	29273	34878	35693	20568	43035	36329	29348	22268	32222	18059	32330	18009	15109	28117	16356	29945	35244	19128
YDR003W-A	IV	454782	454904	+	123	814	835	650	493	761	620	470	686	682	648	877	1745	980	467	824	597	995	551
YDR183W	IV	829585	830277	+	693	574	813	371	739	690	607	553	699	613	878	1011	1679	1085	466	798	614	1301	549
YDR245W	IV	952800	953981	+	1182	2961	5378	5091	4669	3208	5758	5273	5816	5878	5541	4744	8846	5960	2356	5404	5849	7542	5553
YDR431W	IV	1328390	1328701	+	312	1	3	4	5	5	4	0	0	4	0	5	3	2	4	5	0	3	4
YDL154W	IV	178334	181039	+	2706	186	381	337	212	277	454	206	313	443	362	324	936	367	220	408	268	440	391
YDL184C	IV	130407	130484	-	78	319829	446999	373061	245333	463235	417590	401835	331090	411471	258017	394682	218115	219178	341341	233072	447245	301005	261071
YDR153C	IV	766736	767971	-	1236	754	1071	845	1137	595	922	714	1227	980	1659	1182	3384	1308	469	1252	906	1908	1047
YDR014W-A	IV	477797	478285	+	489	74	71	51	42	73	45	48	51	46	26	96	99	38	50	47	41	125	38
YDR434W	IV	1331237	1332841	+	1605	3530	5706	4495	4164	3946	4812	3906	4904	4421	3481	4438	7091	4617	2688	4450	4199	6336	3706
YDL002C	IV	446967	447578	-	612	3679	3522	2313	3243	4755	2941	3181	3011	3273	3270	4041	5081	3757	2574	3016	2974	4425	2368
YDR225W	IV	915530	915928	+	399	18412	18100	13982	17752	21784	19641	23052	13514	17317	26878	15623	43621	32653	11928	15157	16535	25924	14538
YDR418W	IV	1301616	1302113	+	498	9786	19818	17414	24893	9137	20371	23320	22322	20177	34197	19493	55120	37442	8809	22971	27521	34447	24275
YDR224C	IV	914317	914712	-	396	12355	18332	10825	18798	12723	14414	16104	15259	12780	26781	16886	31029	24605	6293	13301	15129	23118	14225
YDR502C	IV	1453310	1454464	-	1155	4568	12650	9721	6754	3743	11898	3921	8400	8945	18038	8228	55672	15619	3194	25951	8380	19665	20414
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	87974	123016	137391	77132	134671	191041	197259	83134	176301	113603	73324	158628	184040	130884	68379	177382	105806	104705
YDL039C	IV	381985	384081	-	2097	220	1054	438	5011	246	336	770	1085	198	724	351	1247	1560	140	417	869	664	275
YDL225W	IV	52445	54100	+	1656	1416	1964	1209	1779	1292	1504	1293	1723	1461	2528	2027	4822	3014	1061	1800	1849	2809	1436
YDR259C	IV	974631	975782	-	1152	356	453	326	322	501	408	267	382	451	349	645	1117	489	337	508	307	566	303
YDR495C	IV	1438115	1441150	-	3036	863	936	515	993	1089	783	716	1067	809	1121	1115	2163	1226	754	954	835	1126	646
YDL151C	IV	183318	183899	-	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YDR357C	IV	1189199	1189567	-	369	19508	21530	16025	11136	27320	19292	14066	13059	17891	8864	20663	11675	10274	19446	9503	15822	17406	10992
YDR370C	IV	1217782	1219110	-	1329	872	1054	722	1027	1102	882	915	985	891	1264	1153	2277	1770	888	909	1054	1572	780
YDR298C	IV	1058176	1058814	-	639	2509	3505	2160	3169	1998	2538	2189	2786	2296	4233	4560	7898	4243	1842	4158	2868	5512	2680
YDR276C	IV	1013476	1013643	-	168	12630	20398	11481	15479	13024	15302	11640	17186	11759	25372	27098	41034	22672	10861	23994	14275	35106	18806
YDL185C-A	IV	126608	126835	-	228	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	9	8	6	3	6	4	7	9	20	8	11	3	1	3	2	12	11	8
YDL247W	IV	5985	7814	+	1830	6	8	13	9	18	14	4	10	13	21	9	39	18	4	13	9	18	9
